accuracy,loss
0.9153666496276855,0.2924255132675171
0.9598333239555359,0.13446040451526642
0.9686499834060669,0.10427593439817429
0.9761666655540466,0.0775388851761818
0.9785333275794983,0.07030367106199265
0.9811499714851379,0.0589483380317688
0.9849333167076111,0.05093904584646225
0.9852166771888733,0.046465691179037094
0.9872333407402039,0.038519494235515594
0.9873999953269958,0.0378730483353138
0.9899666905403137,0.030289489775896072
0.9908166527748108,0.028539177030324936
0.9923333525657654,0.024399474263191223
0.9929500222206116,0.02313540317118168
0.9916333556175232,0.02464880980551243
0.9929999709129333,0.019925685599446297
0.9940500259399414,0.017815325409173965
0.9939000010490417,0.018143881112337112
0.9944999814033508,0.015957634896039963
0.9955333471298218,0.013519109226763248
0.9943166375160217,0.015734540298581123
0.9946500062942505,0.0160514023154974
0.9958166480064392,0.011906435713171959
0.996399998664856,0.011121903546154499
0.9953666925430298,0.013882218860089779
0.9962999820709229,0.010678617283701897
0.995983362197876,0.011418567970395088
0.9956833124160767,0.011795081198215485
0.9966833591461182,0.009351656772196293
0.9956666827201843,0.012735763564705849
0.9968666434288025,0.009161521680653095
0.9966333508491516,0.010736295953392982
0.9967333078384399,0.009460896253585815
0.9966333508491516,0.010492915287613869
0.9970666766166687,0.008780582807958126
0.9972166419029236,0.00796581245958805
0.9966833591461182,0.009788322262465954
0.9973166584968567,0.0075872233137488365
0.9968166947364807,0.009890161454677582
0.9965166449546814,0.010624969378113747
0.9974833130836487,0.007419165689498186
0.9976666569709778,0.0069344318471848965
0.9972833395004272,0.009060493670403957
0.9975000023841858,0.008639547973871231
0.9973166584968567,0.0082279397174716
0.9976333379745483,0.007290508598089218
0.9974666833877563,0.008892341516911983
0.9973833560943604,0.008006527088582516
0.9978500008583069,0.007123604416847229
0.9973166584968567,0.008637814782559872
0.997783362865448,0.006457097362726927
0.9980000257492065,0.006175416521728039
0.9974166750907898,0.009094306267797947
0.9982500076293945,0.00570156192407012
0.9972000122070312,0.0094152158126235
0.9974333047866821,0.007445134688168764
0.9982500076293945,0.0060941786505281925
0.9981666803359985,0.006905152928084135
0.9979666471481323,0.006873674225062132
0.9977999925613403,0.007846381515264511
